id,y
1,0.5017518043518067
2,1.44644455909729
3,0.6799092292785645
4,1.3635877132415772
5,1.4499550342559815
6,1.4776839733123779
7,1.3235743522644043
8,1.4919060230255128
9,0.7320785760879517
10,0.7956400990486145
11,0.9657462954521179
12,0.529409921169281
13,0.7910472989082337
14,1.4060947895050049
15,0.519860053062439
16,1.3294674634933472
17,0.958413302898407
18,0.9195321202278137
19,1.4441916942596436
20,0.49775065779685973
21,0.9436155557632446
22,1.0184340953826905
23,1.436770987510681
24,1.4415874481201172
25,0.7804839372634887
26,0.5648790121078491
27,1.1829017639160155
28,0.6812990188598633
29,1.1512935161590576
30,0.5694952011108398
31,0.9340402007102966
32,1.4991958618164063
33,1.327305841445923
34,0.6024309635162354
35,1.5007296323776245
36,1.3227282285690307
37,1.4750028610229493
38,1.0974865198135375
39,0.534165871143341
40,1.3587884426116943
41,1.0846476793289184
42,1.457960605621338
43,1.5136608600616455
44,0.8025893926620483
45,1.1110161542892456
46,1.1383463144302368
47,1.502497172355652
48,0.62335125207901
49,1.4159951210021973
50,1.0527722477912902
51,1.0840465784072877
52,0.8438824653625489
53,1.1390926837921143
54,1.1665912866592407
55,1.3226390838623048
56,1.4527552127838135
57,1.4455039739608764
58,0.48054906725883484
59,1.5017295360565186
60,1.2787635326385498
61,1.3850270986557007
62,1.4933314085006715
63,0.8605960965156555
64,1.3792903661727904
65,0.8014799594879151
66,1.477529811859131
67,1.4585513830184937
68,1.1779358863830567
69,1.420029091835022
70,1.1375005960464477
71,1.4699384212493896
72,1.3285555839538574
73,0.5835554122924804
74,0.8624945163726807
75,1.3746872901916505
76,1.4736165046691894
77,0.6255568742752076
78,1.3677191019058228
79,1.4637533903121949
80,0.7674776196479798
81,1.2118691682815552
82,0.91550133228302
83,1.3290158033370971
84,1.4916424751281738
85,0.5121630012989045
86,1.3000611305236816
87,1.4343974590301514
88,1.0558006286621093
89,1.3533159732818603
90,1.0298591375350952
91,1.329313540458679
92,1.477864933013916
93,1.275813841819763
94,0.6950446128845215
95,1.081456470489502
96,0.8658759236335755
97,0.8827375411987305
98,0.665048360824585
99,1.4630231618881226
100,0.5438547611236573
101,1.416552734375
102,0.5954308986663819
103,0.8986932277679444
104,1.2372637748718263
105,1.3354527473449707
